Product_SMILES	reaction_name	SMILES_1	Mol_ID_1	SMILES_2	Mol_ID_2	SMILES_3	Mol_ID_3
O=C(CN1CCCC(NC(=O)N2CCC[C@H](Cc3ccc(F)cc3)C2)C1)c1ccc(Br)cc1	urea-2	Fc1ccc(C[C@H]2CCCNC2)cc1	mol_ID_234	NC1CCCN(CC(=O)c2ccc(Br)cc2)C1	amines_prim_38737522	No_3rd_Reactant	No_3rd_Reactant
CCc1csc(-c2ccc(Nc3cn[nH]c3)cc2)n1	amination-1	Clc1cn[nH]c1	mol_ID_9	CCc1csc(-c2ccc(N)cc2)n1	anilines_2H_38745991	No_3rd_Reactant	No_3rd_Reactant
COCCNS(=O)(=O)c1ccc(N)c(N2C=C(Cn3ccc[n+]3C)N=N2)c1	123-triazole-1	C#CCn1ccc[n+]1C	mol_ID_144	COCCNS(=O)(=O)c1ccc(N)c(Br)c1	anilines_2I_38758243	No_3rd_Reactant	No_3rd_Reactant
CC(c1ccc2c(c1)CCCN2)N(Cc1nnn[nH]1)CC1CCCC1	amination-2	CC(=O)c1ccc2c(c1)CCCN2	mol_ID_172	C1CCC(CNCc2nnn[nH]2)C1	tetrazoles_1H_38766109	No_3rd_Reactant	No_3rd_Reactant
NCCOc1ccc(CCNC(=O)N2CCC(c3ccc(O)cc3)CC2)cc1	urea-2	Oc1ccc(C2CCNCC2)cc1	mol_ID_229	NCCOc1ccc(CCN)cc1	amines_arylethyl_38769087	No_3rd_Reactant	No_3rd_Reactant
Cn1cc(C2=NC(c3ccccc3C(=O)CC(=O)O)=NN2)[n+](C)c1	124-triazole-3	Cn1cc(C#N)[n+](C)c1	mol_ID_118	O=C(O)CC(=O)c1ccccc1C(=O)O	benzoicacids_2acyl_1848587	No_3rd_Reactant	No_3rd_Reactant
COc1ccccc1N1CCN(C(=O)Oc2c(CN(C)CCO)cc(Cl)cc2C(C)=O)CC1	carbamate-2	COc1ccccc1N1CCNCC1	mol_ID_220	CC(=O)c1cc(Cl)cc(CN(C)CCO)c1O	acetophenones_2OH_38736410	No_3rd_Reactant	No_3rd_Reactant
Nc1c(Cl)ncnc1Sc1ccccn1	thioether-2	Brc1ccccn1	mol_ID_2	Nc1c(S)ncnc1Cl	anilines_2SH_39544389	No_3rd_Reactant	No_3rd_Reactant
CC(C)c1ncc(S)c(C2=NNC(c3ccc4ncsc4c3)=N2)n1	124-triazole-3	N#Cc1ccc2ncsc2c1	mol_ID_145	CC(C)c1ncc(S)c(C(=O)O)n1	thiophenols_38782047	No_3rd_Reactant	No_3rd_Reactant
CCC(C)COc1ccccc1-c1ncco1	suzuki	Ic1ncco1	mol_ID_26	CCC(C)COc1ccccc1B(O)O	boronates_aryl_vinyl_38790420	No_3rd_Reactant	No_3rd_Reactant
Cc1cc(N2N=NC=C2c2nccn2C)ccc1CC(Cl)C=O	123-triazole-3	C#Cc1nccn1C	mol_ID_91	Cc1cc(Cl)ccc1CC(Cl)C=O	aldehydes_2halo_39026574	No_3rd_Reactant	No_3rd_Reactant
CNC(=O)c1ccc(Nc2cncnc2)c(O)c1	goldberg-1	Clc1cncnc1	mol_ID_6	CNC(=O)c1ccc(N)c(O)c1	anilines_2OH_38758233	No_3rd_Reactant	No_3rd_Reactant
CC(Br)C(=O)c1c[nH]c2cc(N3C=C(Cn4ccc[n+]4C)N=N3)ccc12	123-triazole-1	C#CCn1ccc[n+]1C	mol_ID_144	CC(Br)C(=O)c1c[nH]c2cc(Br)ccc12	ketones_2halo_38742530	No_3rd_Reactant	No_3rd_Reactant
O=C(Nc1ccc(F)c(F)c1S)N1CCCc2ncccc21	urea-2	c1cnc2c(c1)NCCC2	mol_ID_200	Nc1ccc(F)c(F)c1S	anilines_2SH_39143052	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)Nc1nc(Cl)c(C(=O)CC(=O)c2ccc3c(c2)CCCN3)s1	claisen-1	CC(=O)c1ccc2c(c1)CCCN2	mol_ID_172	CCCC(CC)Nc1nc(Cl)c(C(=O)OC)s1	esters_38741562	No_3rd_Reactant	No_3rd_Reactant
O=C(CN1CCN(C2CCN(c3ccncc3)CC2)CC1)c1cc(Cl)ccc1Cl	amination-2	O=C1CCN(c2ccncc2)CC1	mol_ID_202	O=C(CN1CCNCC1)c1cc(Cl)ccc1Cl	amines_primsec_38736908	No_3rd_Reactant	No_3rd_Reactant
CCc1nccn1CC(=O)OC(C)C(=O)c1ccc(F)cc1	esterification-2	CCc1nccn1CC(=O)O	mol_ID_231	CC(O)C(=O)c1ccc(F)cc1	ketones_20H_38739719	No_3rd_Reactant	No_3rd_Reactant
CC(=O)c1cc(F)cc(CN(C)CCO)c1OC(=O)NCC1(c2ccccc2)CCOCC1	carbamate-2	NCC1(c2ccccc2)CCOCC1	mol_ID_237	CC(=O)c1cc(F)cc(CN(C)CCO)c1O	acetophenones_2OH_38736400	No_3rd_Reactant	No_3rd_Reactant
CN(CCC#N)CC(=O)c1sccc1N1N=NC=C1c1nccn1C	123-triazole-3	C#Cc1nccn1C	mol_ID_91	CN(CCC#N)CC(=O)c1sccc1Br	halides_aryl_38735494	No_3rd_Reactant	No_3rd_Reactant
CSc1ccc([C@H](C)NC(=O)Nc2ccc(SC(F)F)cc2)cc1Br	urea-2	Nc1ccc(SC(F)F)cc1	mol_ID_151	CSc1ccc([C@H](C)N)cc1Br	thianisoles_2I_39787666	No_3rd_Reactant	No_3rd_Reactant
CC(=O)c1cc(Cl)cc(CN(C)CCO)c1Oc1ccccn1	ether-1	Brc1ccccn1	mol_ID_2	CC(=O)c1cc(Cl)cc(CN(C)CCO)c1O	acetophenones_2OH_38736410	No_3rd_Reactant	No_3rd_Reactant
C[n+]1ccnc(C#CCNC(c2ccccc2)C(F)(F)F)c1	sonogashira	C[n+]1ccnc(I)c1	mol_ID_98	C#CCNC(c1ccccc1)C(F)(F)F	alkynes_monosub_38741698	No_3rd_Reactant	No_3rd_Reactant
COCCNS(=O)(=O)c1ccc(NC(=O)N2CCC(c3c[nH]c4cc(F)ccc34)CC2)c(Br)c1	urea-2	Fc1ccc2c(C3CCNCC3)c[nH]c2c1	mol_ID_240	COCCNS(=O)(=O)c1ccc(N)c(Br)c1	anilines_2I_38758243	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)Nc1nc(N2C=C(Cn3ccc[n+]3C)N=N2)c(C(=O)OC)s1	123-triazole-1	C#CCn1ccc[n+]1C	mol_ID_144	CCCC(CC)Nc1nc(Cl)c(C(=O)OC)s1	esters_38741562	No_3rd_Reactant	No_3rd_Reactant
C=C/C=C/CCNC(CN1CCCC1)c1ccccc1Cl	amination-2	O=C(CN1CCCC1)c1ccccc1Cl	mol_ID_223	C=C/C=C/CCN	dienes_1_substituted_40331326	No_3rd_Reactant	No_3rd_Reactant
CC(OC(=O)N1CCN(c2ccnc3ccccc23)CC1)C(=O)c1ccc(F)cc1	carbamate-2	c1ccc2c(N3CCNCC3)ccnc2c1	mol_ID_174	CC(O)C(=O)c1ccc(F)cc1	ketones_20H_38739719	No_3rd_Reactant	No_3rd_Reactant
C[n+]1ccoc1Nc1cc(N)nc(SCc2ccnc(Cl)c2)n1	amination-1	C[n+]1ccoc1I	mol_ID_119	Nc1cc(N)nc(SCc2ccnc(Cl)c2)n1	anilines_2H_38742200	No_3rd_Reactant	No_3rd_Reactant
O=Cc1c(Nc2ccccn2)[nH]c(=O)[nH]c1=O	goldberg-1	Brc1ccccn1	mol_ID_2	Nc1[nH]c(=O)[nH]c(=O)c1C=O	anilines_2formyl_1522686	No_3rd_Reactant	No_3rd_Reactant
O=C(O)c1ccccc1C(=O)CC1=NNC(CCN2CCc3ccccc32)=N1	124-triazole-3	N#CCCN1CCc2ccccc21	mol_ID_177	O=C(O)CC(=O)c1ccccc1C(=O)O	benzoicacids_2acyl_1848587	No_3rd_Reactant	No_3rd_Reactant
CNC(=O)c1ccc(Nc2nccs2)c(O)c1	5-het-amination	Brc1nccs1	mol_ID_43	CNC(=O)c1ccc(N)c(O)c1	anilines_2OH_38758233	No_3rd_Reactant	No_3rd_Reactant
CC(C(=O)c1c[nH]c2cc(Br)ccc12)N1N=NN=C1c1c[n+](C)ccn1	tetrazole-2	C[n+]1ccnc(C#N)c1	mol_ID_113	CC(Br)C(=O)c1c[nH]c2cc(Br)ccc12	ketones_2halo_38742530	No_3rd_Reactant	No_3rd_Reactant
CC(CC#N)N(C[C@@H]1Cc2ccccc2[C@@H]1N)S(=O)(=O)c1cnc(Cl)s1	mitsunobu-2	N[C@H]1c2ccccc2C[C@H]1CO	mol_ID_181	CC(CC#N)NS(=O)(=O)c1cnc(Cl)s1	halides_5het_38784963	No_3rd_Reactant	No_3rd_Reactant
CCOC(=O)C(=CN(c1ccc(F)cc1)c1cncnc1)C(=O)OCC	goldberg-1	Clc1cncnc1	mol_ID_6	CCOC(=O)C(=CNc1ccc(F)cc1)C(=O)OCC	acrylatees_amino_1481707	No_3rd_Reactant	No_3rd_Reactant
C=Cn1cncc1-c1ccc(C(=O)CN2CCCC(N)C2)cc1	5-het-arylation	C=Cn1ccnc1	mol_ID_56	NC1CCCN(CC(=O)c2ccc(Br)cc2)C1	amines_prim_38737522	No_3rd_Reactant	No_3rd_Reactant
CC(NC(=O)C#Cc1occ[n+]1C)C1CCCNC1	castro-stephens-2	C[n+]1ccoc1I	mol_ID_119	C#CC(=O)NC(C)C1CCCNC1	alkynes_monosub_38741014	No_3rd_Reactant	No_3rd_Reactant
Nc1ncc(C=O)c(NC(=O)Nc2ccc(SC(F)F)cc2)n1	urea-2	Nc1ccc(SC(F)F)cc1	mol_ID_151	Nc1ncc(C=O)c(N)n1	anilines_2formyl_1882384	No_3rd_Reactant	No_3rd_Reactant
COC(=O)c1cc(OC)cc(-c2ccccc2C(=O)CN2CCCC2)c1N	negishi	O=C(CN1CCCC1)c1ccccc1Cl	mol_ID_223	COC(=O)c1cc(OC)cc(Cl)c1N	benzoates_2amino_38746317	No_3rd_Reactant	No_3rd_Reactant
COCCNS(=O)(=O)c1ccc(N)c(-c2cn(C)[n+](C)c2)c1	negishi	Cn1cc(I)c[n+]1C	mol_ID_79	COCCNS(=O)(=O)c1ccc(N)c(Br)c1	anilines_2I_38758243	No_3rd_Reactant	No_3rd_Reactant
NCCc1ccc(OCCNc2ncco2)cc1	amination-1	Ic1ncco1	mol_ID_26	NCCOc1ccc(CCN)cc1	amines_arylethyl_38769087	No_3rd_Reactant	No_3rd_Reactant
Cc1cc(N2N=NC=C2Cn2ccc[n+]2C)ccc1CC(Cl)C=O	123-triazole-3	C#CCn1ccc[n+]1C	mol_ID_144	Cc1cc(Cl)ccc1CC(Cl)C=O	aldehydes_2halo_39026574	No_3rd_Reactant	No_3rd_Reactant
C#CCn1cc(-c2ccc(C(=O)C(C)O)cc2)[n+](C)c1	5-het-arylation	C#CCn1cc[n+](C)c1	mol_ID_128	CC(O)C(=O)c1ccc(Br)cc1	ketones_20H_38739721	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)N(c1ccc(C(=O)OC)nn1)C(C)c1ccc2c(c1)CNCC2	amination-2	CC(=O)c1ccc2c(c1)CNCC2	mol_ID_206	CCCC(CC)Nc1ccc(C(=O)OC)nn1	esters_non_enolizable_38741576	No_3rd_Reactant	No_3rd_Reactant
COc1ccccc1CC1CCN(C(=O)Nc2cc(C#N)cc(I)c2O)CC1	urea-2	COc1ccccc1CC1CCNCC1	mol_ID_213	N#Cc1cc(N)c(O)c(I)c1	phenols_2I_38766912	No_3rd_Reactant	No_3rd_Reactant
Cc1o[n+](C)c(C)c1Nc1ncc(C=O)c(N)n1	amination-1	Cc1o[n+](C)c(C)c1I	mol_ID_127	Nc1ncc(C=O)c(N)n1	anilines_2formyl_1882384	No_3rd_Reactant	No_3rd_Reactant
C[C@H](CNC(=O)Nc1nc(N)ncc1C=O)N1CCc2sccc2C1	urea-2	C[C@H](CN)N1CCc2sccc2C1	mol_ID_217	Nc1ncc(C=O)c(N)n1	anilines_2formyl_1882384	No_3rd_Reactant	No_3rd_Reactant
COC(=O)C(C(=O)c1ccccc1-c1c[n+](C)cs1)C(C)C	negishi	C[n+]1csc(Br)c1	mol_ID_130	COC(=O)C(C(=O)c1ccccc1Cl)C(C)C	esters_3keto_38792212	No_3rd_Reactant	No_3rd_Reactant
Cc1cc(Cl)ccc1CC(C=O)N1N=NN=C1c1ccc2ncsc2c1	tetrazole-2	N#Cc1ccc2ncsc2c1	mol_ID_145	Cc1cc(Cl)ccc1CC(Cl)C=O	aldehydes_2halo_39026574	No_3rd_Reactant	No_3rd_Reactant
Cc1nn(C)cc1C(=O)C#Cc1c(C)noc1C	acylation-1	C#Cc1c(C)noc1C	mol_ID_11	Cc1nn(C)cc1C(=O)Cl	acid_chlorides_aryl_1523154	No_3rd_Reactant	No_3rd_Reactant
O=C(c1cnccn1)c1cncs1	stille-2	Clc1cnccn1	mol_ID_23	CCCC[Sn](CCCC)(CCCC)c1cncs1	organostannanes_48197887	No_3rd_Reactant	No_3rd_Reactant
Cn1ccnc1C1=CN(c2ccc(C(=O)CN3CCCC(N)C3)cc2)N=N1	123-triazole-1	C#Cc1nccn1C	mol_ID_91	NC1CCCN(CC(=O)c2ccc(Br)cc2)C1	amines_prim_38737522	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)N(C(=O)N1CC=C(c2ccc(OC)cc2)CC1)c1c(N)n(C)c(=O)[nH]c1=O	urea-2	COc1ccc(C2=CCNCC2)cc1	mol_ID_154	CCCC(CC)Nc1c(N)n(C)c(=O)[nH]c1=O	anilines_prim_38741610	No_3rd_Reactant	No_3rd_Reactant
COc1cc(C(=O)O)c(N)c(-c2ccc(N3C(=O)NC(=O)[C@@H]3C)cc2)c1	negishi	C[C@H]1C(=O)NC(=O)N1c1ccc(Cl)cc1	mol_ID_168	COc1cc(Cl)c(N)c(C(=O)O)c1	anilines_2COOH_38746315	No_3rd_Reactant	No_3rd_Reactant
Cc1o[n+](C)c(C)c1-c1cc(Br)cc(C=O)c1O	negishi	Cc1o[n+](C)c(C)c1I	mol_ID_127	O=Cc1cc(Br)cc(I)c1O	phenols_2I_1610737	No_3rd_Reactant	No_3rd_Reactant
CC(C)CCCN(c1cnccn1)c1cc(C(=O)O)ccn1	amination-1	Clc1cnccn1	mol_ID_23	CC(C)CCCNc1cc(C(=O)O)ccn1	carboxylates_aryl_38740205	No_3rd_Reactant	No_3rd_Reactant
CCCS(=O)(=O)Nc1cccc(C2=NNC(c3cnccn3)=N2)c1C	124-triazole-3	N#Cc1cnccn1	mol_ID_47	CCCS(=O)(=O)Nc1cccc(C(=O)O)c1C	sulfonamides_primsec_38740441	No_3rd_Reactant	No_3rd_Reactant
C[n+]1cncc(CCSc2ncnc(Cl)c2N)c1	thioether-1	C=Cc1cnc[n+](C)c1	mol_ID_102	Nc1c(S)ncnc1Cl	anilines_2SH_39544389	No_3rd_Reactant	No_3rd_Reactant
CC(=O)CCCN1CCCCC1CCOC(=O)c1ccc(CN2CCOCC2)cc1	esterification-2	O=C(O)c1ccc(CN2CCOCC2)cc1	mol_ID_155	CC(=O)CCCN1CCCCC1CCO	ketones_enolizable_38735560	No_3rd_Reactant	No_3rd_Reactant
CCS(=O)(=O)Nc1cccc(C2=NNC(c3cccc(Cn4ccnc4C)c3)=N2)c1C	124-triazole-3	Cc1nccn1Cc1cccc(C#N)c1	mol_ID_209	CCS(=O)(=O)Nc1cccc(C(=O)O)c1C	sulfonamides_primsec_38740443	No_3rd_Reactant	No_3rd_Reactant
COc1cc(C(=O)O)c(N)c(-c2c[n+](C)cs2)c1	negishi	C[n+]1csc(Br)c1	mol_ID_130	COc1cc(Cl)c(N)c(C(=O)O)c1	anilines_2COOH_38746315	No_3rd_Reactant	No_3rd_Reactant
CC/C=C/C=C/COC(=O)N1CCC[C@H](c2nc3ccccc3o2)C1	carbamate-2	c1ccc2oc([C@H]3CCCNC3)nc2c1	mol_ID_197	CC/C=C/C=C/CO	dienes_14_substituted_474286	No_3rd_Reactant	No_3rd_Reactant
CCOC(=O)C(=CN(c1ccc(F)cc1)c1ccc(N2C(=O)NC(=O)[C@@H]2C)cc1)C(=O)OCC	goldberg-1	C[C@H]1C(=O)NC(=O)N1c1ccc(Cl)cc1	mol_ID_168	CCOC(=O)C(=CNc1ccc(F)cc1)C(=O)OCC	acrylatees_amino_1481707	No_3rd_Reactant	No_3rd_Reactant
CCNC(=O)c1ccc(Nc2ccc(N3C(=O)NC(=O)[C@@H]3C)cc2)c(N)c1	amination-1	C[C@H]1C(=O)NC(=O)N1c1ccc(Cl)cc1	mol_ID_168	CCNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758033	No_3rd_Reactant	No_3rd_Reactant
CNC(=O)c1ccc(Nc2nccs2)c(O)c1	amination-1	Brc1nccs1	mol_ID_43	CNC(=O)c1ccc(N)c(O)c1	anilines_2OH_38758233	No_3rd_Reactant	No_3rd_Reactant
O=C(O)CSc1nnc(NC(=O)N2CCN(C(=O)c3ccccc3F)CC2)n1C1CC1	urea-2	O=C(c1ccccc1F)N1CCNCC1	mol_ID_165	Nc1nnc(SCC(=O)O)n1C1CC1	carboxylates_38740179	No_3rd_Reactant	No_3rd_Reactant
Cn1cc(C2=NC(CNC(=O)c3sccc3Br)=NN2)c[n+]1C	124-triazole-3	Cn1cc(C#N)c[n+]1C	mol_ID_132	O=C(O)CNC(=O)c1sccc1Br	glycines_N_acyl_38740375	No_3rd_Reactant	No_3rd_Reactant
CCc1nccn1CC(=O)OCCC1CCCCN1CC(=O)c1cccs1	esterification-2	CCc1nccn1CC(=O)O	mol_ID_231	O=C(CN1CCCCC1CCO)c1cccs1	5Het_H1_38735562	No_3rd_Reactant	No_3rd_Reactant
O=C(CN1CCCC(Nc2cncnc2)C1)c1ccc(Br)cc1	amination-1	Clc1cncnc1	mol_ID_6	NC1CCCN(CC(=O)c2ccc(Br)cc2)C1	amines_prim_38737522	No_3rd_Reactant	No_3rd_Reactant
CC(=O)c1cc(-c2nc3ccccc3s2)cc(CN(C)CCO)c1O	negishi	Clc1nc2ccccc2s1	mol_ID_35	CC(=O)c1cc(Cl)cc(CN(C)CCO)c1O	acetophenones_2OH_38736410	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)N(c1nccs1)c1c(N)n(C)c(=O)[nH]c1=O	5-het-amination	Brc1nccs1	mol_ID_43	CCCC(CC)Nc1c(N)n(C)c(=O)[nH]c1=O	anilines_prim_38741610	No_3rd_Reactant	No_3rd_Reactant
CCCC(CC)Nc1nc(N2N=NC=C2c2c(C)noc2C)c(C(=O)OC)s1	123-triazole-3	C#Cc1c(C)noc1C	mol_ID_11	CCCC(CC)Nc1nc(Cl)c(C(=O)OC)s1	esters_38741562	No_3rd_Reactant	No_3rd_Reactant
O=C(Nc1cc2c(=O)[nH]cnc2cc1OC1CCC1)N[C@H]1CCc2ccccc21	urea-2	N[C@H]1CCc2ccccc21	mol_ID_147	Nc1cc2c(=O)[nH]cnc2cc1OC1CCC1	quinazolinones_38802442	No_3rd_Reactant	No_3rd_Reactant
CCNC(=O)c1ccc(N)c(NC(=O)N2CCN(C(=O)c3ccncc3)CC2)c1	urea-2	O=C(c1ccncc1)N1CCNCC1	mol_ID_236	CCNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758033	No_3rd_Reactant	No_3rd_Reactant
COc1ccc(CN2CCN(C(=O)N3CCN(CC(=O)c4cc(Cl)ccc4Cl)CC3)CC2)cc1F	urea-2	COc1ccc(CN2CCNCC2)cc1F	mol_ID_228	O=C(CN1CCNCC1)c1cc(Cl)ccc1Cl	amines_primsec_38736908	No_3rd_Reactant	No_3rd_Reactant
O=C(NCC1(c2ccccc2)CCOCC1)N(Cc1nnn[nH]1)CC1CCCC1	urea-2	NCC1(c2ccccc2)CCOCC1	mol_ID_237	C1CCC(CNCc2nnn[nH]2)C1	tetrazoles_1H_38766109	No_3rd_Reactant	No_3rd_Reactant
Cc1nccn1Cc1cccc(C2=NC(c3nc(C(C)C)ncc3S)=NN2)c1	124-triazole-3	Cc1nccn1Cc1cccc(C#N)c1	mol_ID_209	CC(C)c1ncc(S)c(C(=O)O)n1	thiophenols_38782047	No_3rd_Reactant	No_3rd_Reactant
Cn1c(COC(=O)CNC(=O)c2sccc2Br)nc2ccccc21	mitsunobu-5	Cn1c(CO)nc2ccccc21	mol_ID_162	O=C(O)CNC(=O)c1sccc1Br	glycines_N_acyl_38740375	No_3rd_Reactant	No_3rd_Reactant
CC(=O)C(C)N1CCCCC1CCOC(=O)c1cnc(-c2ccccc2)s1	esterification-2	O=C(O)c1cnc(-c2ccccc2)s1	mol_ID_169	CC(=O)C(C)N1CCCCC1CCO	alcohols_38735550	No_3rd_Reactant	No_3rd_Reactant
Cc1cc(Cl)ccc1CC(C=O)N1N=NN=C1c1scc[n+]1C	tetrazole-2	C[n+]1ccsc1C#N	mol_ID_129	Cc1cc(Cl)ccc1CC(Cl)C=O	aldehydes_2halo_39026574	No_3rd_Reactant	No_3rd_Reactant
C=Cn1cncc1-c1ccc2ccn(CCC(=O)OC)c2c1	5-het-arylation	C=Cn1ccnc1	mol_ID_56	COC(=O)CCn1ccc2ccc(Br)cc21	esters_enolizable_38742592	No_3rd_Reactant	No_3rd_Reactant
CC(C)CCCN(C(=O)c1cc2c(s1)CC[C@H](C)C2)c1cc(C(=O)O)ccn1	amide_coupling-1	C[C@H]1CCc2sc(C(=O)O)cc2C1	mol_ID_215	CC(C)CCCNc1cc(C(=O)O)ccn1	carboxylates_aryl_38740205	No_3rd_Reactant	No_3rd_Reactant
CN(CCC#N)CC(=O)c1cc(F)ccc1OC(=O)Nc1ccc(CN2CCOCC2)cc1	curtius-2	O=C(O)c1ccc(CN2CCOCC2)cc1	mol_ID_155	CN(CCC#N)CC(=O)c1cc(F)ccc1O	alcohols_38735492	No_3rd_Reactant	No_3rd_Reactant
C[n+]1cccc(-c2cc(C#N)cc(N)c2O)c1	negishi	C[n+]1cccc(Cl)c1	mol_ID_50	N#Cc1cc(N)c(O)c(I)c1	phenols_2I_38766912	No_3rd_Reactant	No_3rd_Reactant
CC(C(=O)c1c[nH]c2cc(Br)ccc12)N1N=NC(c2ccc3ncsc3c2)=N1	tetrazole-1	N#Cc1ccc2ncsc2c1	mol_ID_145	CC(Br)C(=O)c1c[nH]c2cc(Br)ccc12	ketones_2halo_38742530	No_3rd_Reactant	No_3rd_Reactant
CCS(=O)(=O)Nc1cccc(C2=NC(c3ccc(C(=O)N4CCOCC4)cc3)=NO2)c1C	oxadiazole-1	N#Cc1ccc(C(=O)N2CCOCC2)cc1	mol_ID_198	CCS(=O)(=O)Nc1cccc(C(=O)O)c1C	sulfonamides_primsec_38740443	No_3rd_Reactant	No_3rd_Reactant
CCOC(=O)c1cc(OC)cc(N2N=NC=C2Cn2cc[n+](C)c2)c1N	123-triazole-3	C#CCn1cc[n+](C)c1	mol_ID_128	CCOC(=O)c1cc(OC)cc(Cl)c1N	benzoates_2amino_38746319	No_3rd_Reactant	No_3rd_Reactant
O=C1NC2(CCCC2)N(C(=O)NC(c2nnn[nH]2)C2CCCC2)c2ccccc21	urea-2	O=C1NC2(CCCC2)Nc2ccccc21	mol_ID_214	NC(c1nnn[nH]1)C1CCCC1	tetrazoles_1H_38766846	No_3rd_Reactant	No_3rd_Reactant
CNC(=O)c1ccc(N)c(NC(=O)N2CCC(c3ccccc3OC)CC2)c1	urea-2	COc1ccccc1C1CCNCC1	mol_ID_225	CNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758217	No_3rd_Reactant	No_3rd_Reactant
C=C/C=C/CCC1=NC(c2ccncn2)=NO1	oxadiazole-1	N#Cc1ccncn1	mol_ID_28	C=C/C=C/CCC(=O)O	dienes_1_substituted_2795240	No_3rd_Reactant	No_3rd_Reactant
CC(=O)CCN1CCN(C(=O)Nc2cc(C)on2)CC1	urea-2	Cc1cc(N)no1	mol_ID_226	CC(=O)CCN1CCNCC1	amines_primsec_38736906	No_3rd_Reactant	No_3rd_Reactant
CC(Br)C(=O)c1c[nH]c2cc(-c3ccc(/C=C4/NC(=O)NC4=O)s3)ccc12	5-het-arylation	O=C1NC(=O)/C(=C\c2cccs2)N1	mol_ID_160	CC(Br)C(=O)c1c[nH]c2cc(Br)ccc12	ketones_2halo_38742530	No_3rd_Reactant	No_3rd_Reactant
O=C(CN1CCCC1)c1ccccc1Nc1c(S)ncnc1Cl	amination-1	O=C(CN1CCCC1)c1ccccc1Cl	mol_ID_223	Nc1c(S)ncnc1Cl	anilines_2SH_39544389	No_3rd_Reactant	No_3rd_Reactant
C#CC(=O)NC(C)C1CCCN(c2cncnc2)C1	amination-1	Clc1cncnc1	mol_ID_6	C#CC(=O)NC(C)C1CCCNC1	alkynes_monosub_38741014	No_3rd_Reactant	No_3rd_Reactant
CCNC(=O)c1ccc(N)c(NC(=O)N2CCN(c3ccccc3OC)CC2)c1	urea-2	COc1ccccc1N1CCNCC1	mol_ID_220	CCNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758033	No_3rd_Reactant	No_3rd_Reactant
CCC(C)COc1ccccc1-c1nccs1	suzuki	Brc1nccs1	mol_ID_43	CCC(C)COc1ccccc1B(O)O	boronates_aryl_vinyl_38790420	No_3rd_Reactant	No_3rd_Reactant
Cc1ccc2[nH]c(SCCCC3=NC(c4ncco4)=NO3)nc2c1	oxadiazole-1	N#Cc1ncco1	mol_ID_34	Cc1ccc2[nH]c(SCCCC(=O)O)nc2c1	carboxylates_38740181	No_3rd_Reactant	No_3rd_Reactant
Nc1cc(Nc2nc(-c3ccccc3)co2)nc(SCc2ccnc(Cl)c2)n1	amination-1	Ic1nc(-c2ccccc2)co1	mol_ID_92	Nc1cc(N)nc(SCc2ccnc(Cl)c2)n1	anilines_2H_38742200	No_3rd_Reactant	No_3rd_Reactant
CN(C)c1cc(CNC(=O)Oc2c(I)cc(Br)cc2C=O)ccn1	carbamate-2	CN(C)c1cc(CN)ccn1	mol_ID_170	O=Cc1cc(Br)cc(I)c1O	phenols_2I_1610737	No_3rd_Reactant	No_3rd_Reactant
CCNC(=O)c1ccc(N)c(NC(=O)Nc2cnc(-c3ccccc3)s2)c1	curtius-1	O=C(O)c1cnc(-c2ccccc2)s1	mol_ID_169	CCNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758033	No_3rd_Reactant	No_3rd_Reactant
O=C(CCC(=O)N1CCNC(=O)CC1)CC(=O)c1ccc2c(c1)CNCC2	claisen-3	CC(=O)c1ccc2c(c1)CNCC2	mol_ID_206	CCOC(=O)CCC(=O)N1CCNC(=O)CC1	esters_enolizable_38741520	No_3rd_Reactant	No_3rd_Reactant
CNC(=O)c1ccc(N)c(NC(=O)c2ccc(CN3CCOCC3)cc2)c1	amide_coupling-1	O=C(O)c1ccc(CN2CCOCC2)cc1	mol_ID_155	CNC(=O)c1ccc(N)c(N)c1	anilines_2NH2_38758217	No_3rd_Reactant	No_3rd_Reactant
COc1ccccc1C1CCN(C(=O)Nc2cc3c(=O)[nH]cnc3cc2OC2CCC2)CC1	urea-2	COc1ccccc1C1CCNCC1	mol_ID_225	Nc1cc2c(=O)[nH]cnc2cc1OC1CCC1	quinazolinones_38802442	No_3rd_Reactant	No_3rd_Reactant
C[n+]1ccnc(-c2ccc(Cl)cc2C(=O)CN2CCNCC2)c1	negishi	C[n+]1ccnc(I)c1	mol_ID_98	O=C(CN1CCNCC1)c1cc(Cl)ccc1Cl	amines_primsec_38736908	No_3rd_Reactant	No_3rd_Reactant
